Digit Recognition Application
Reading training data... 
100 samples
Reading test data... 
2000 samples
Reading labels... 
2000 labels
Running... 
Checking results:
Test 0: expected = 0, result = 9
Test 532: expected = 2, result = 9
Test 533: expected = 2, result = 4
Test 534: expected = 2, result = 9
Test 535: expected = 2, result = 3
Test 536: expected = 2, result = 0
Test 537: expected = 2, result = 9
Test 538: expected = 2, result = 8
Test 539: expected = 2, result = 5
Test 540: expected = 2, result = 9
Test 541: expected = 2, result = 5
Test 542: expected = 2, result = 9
Test 543: expected = 2, result = 5
Test 544: expected = 2, result = 9
Test 545: expected = 2, result = 9
Test 546: expected = 2, result = 6
Test 547: expected = 2, result = 9
Test 548: expected = 2, result = 9
Test 549: expected = 2, result = 9
Test 550: expected = 2, result = 9
Test 551: expected = 2, result = 9
Test 552: expected = 2, result = 8
Test 553: expected = 2, result = 5
Test 554: expected = 2, result = 9
Test 555: expected = 2, result = 9
Test 556: expected = 2, result = 6
Test 557: expected = 2, result = 9
Test 558: expected = 2, result = 9
Test 559: expected = 2, result = 6
Test 560: expected = 2, result = 9
Test 561: expected = 2, result = 1
Test 562: expected = 2, result = 9
Test 563: expected = 2, result = 9
Test 564: expected = 2, result = 9
Test 565: expected = 2, result = 6
Test 566: expected = 2, result = 8
Test 567: expected = 2, result = 9
Test 568: expected = 2, result = 6
Test 569: expected = 2, result = 0
Test 570: expected = 2, result = 5
Test 571: expected = 2, result = 9
Test 572: expected = 2, result = 6
Test 573: expected = 2, result = 6
Test 574: expected = 2, result = 9
Test 575: expected = 2, result = 6
Test 576: expected = 2, result = 9
Test 577: expected = 2, result = 9
Test 578: expected = 2, result = 9
Test 579: expected = 2, result = 9
Test 580: expected = 2, result = 9
Test 581: expected = 2, result = 9
Test 582: expected = 2, result = 7
Test 583: expected = 2, result = 5
Test 584: expected = 2, result = 9
Test 585: expected = 2, result = 9
Test 586: expected = 2, result = 0
Test 587: expected = 2, result = 3
Test 588: expected = 2, result = 9
Test 589: expected = 2, result = 9
Test 590: expected = 2, result = 8
Test 591: expected = 2, result = 9
Test 592: expected = 2, result = 9
Test 593: expected = 2, result = 9
Test 594: expected = 2, result = 9
Test 595: expected = 2, result = 5
Test 596: expected = 2, result = 6
Test 597: expected = 2, result = 9
Test 598: expected = 2, result = 9
Test 599: expected = 2, result = 9
Test 600: expected = 3, result = 8
Test 601: expected = 3, result = 9
Test 602: expected = 3, result = 9
Test 603: expected = 3, result = 8
Test 604: expected = 3, result = 6
Test 605: expected = 3, result = 8
Test 606: expected = 3, result = 4
Test 607: expected = 3, result = 1
Test 608: expected = 3, result = 9
Test 609: expected = 3, result = 7
Test 610: expected = 3, result = 4
Test 611: expected = 3, result = 6
Test 612: expected = 3, result = 6
Test 613: expected = 3, result = 6
Test 614: expected = 3, result = 9
Test 615: expected = 3, result = 6
Test 616: expected = 3, result = 9
Test 617: expected = 3, result = 6
Test 618: expected = 3, result = 9
Test 619: expected = 3, result = 9
Test 620: expected = 3, result = 6
Test 621: expected = 3, result = 8
Test 622: expected = 3, result = 6
Test 623: expected = 3, result = 9
Test 624: expected = 3, result = 6
Test 625: expected = 3, result = 6
Test 626: expected = 3, result = 6
Test 627: expected = 3, result = 9
Test 628: expected = 3, result = 4
Test 629: expected = 3, result = 9
Test 630: expected = 3, result = 8
Test 631: expected = 3, result = 6
Test 632: expected = 3, result = 9
Test 633: expected = 3, result = 4
Test 634: expected = 3, result = 9
Test 635: expected = 3, result = 8
Test 636: expected = 3, result = 5
Test 637: expected = 3, result = 9
Test 638: expected = 3, result = 7
Test 639: expected = 3, result = 8
Test 640: expected = 3, result = 1
Test 642: expected = 3, result = 6
Test 643: expected = 3, result = 8
Test 644: expected = 3, result = 9
Test 645: expected = 3, result = 6
Test 646: expected = 3, result = 9
Test 647: expected = 3, result = 6
Test 648: expected = 3, result = 2
Test 649: expected = 3, result = 5
Test 650: expected = 3, result = 6
Test 651: expected = 3, result = 6
Test 652: expected = 3, result = 6
Test 653: expected = 3, result = 1
Test 654: expected = 3, result = 8
Test 655: expected = 3, result = 8
Test 656: expected = 3, result = 9
Test 657: expected = 3, result = 8
Test 658: expected = 3, result = 9
Test 659: expected = 3, result = 7
Test 660: expected = 3, result = 5
Test 661: expected = 3, result = 2
Test 662: expected = 3, result = 5
Test 663: expected = 3, result = 6
Test 664: expected = 3, result = 9
Test 665: expected = 3, result = 6
Test 666: expected = 3, result = 0
Test 668: expected = 3, result = 7
Test 669: expected = 3, result = 9
Test 670: expected = 3, result = 8
Test 671: expected = 3, result = 6
Test 672: expected = 3, result = 0
Test 673: expected = 3, result = 9
Test 674: expected = 3, result = 1
Test 675: expected = 3, result = 0
Test 676: expected = 3, result = 7
Test 677: expected = 3, result = 4
Test 678: expected = 3, result = 8
Test 679: expected = 3, result = 8
Test 680: expected = 3, result = 6
Test 681: expected = 3, result = 8
Test 682: expected = 3, result = 6
Test 683: expected = 3, result = 2
Test 684: expected = 3, result = 9
Test 685: expected = 3, result = 6
Test 686: expected = 3, result = 8
Test 687: expected = 3, result = 9
Test 688: expected = 3, result = 8
Test 689: expected = 3, result = 1
Test 690: expected = 3, result = 0
Test 691: expected = 3, result = 1
Test 692: expected = 3, result = 9
Test 693: expected = 3, result = 6
Test 694: expected = 3, result = 9
Test 695: expected = 3, result = 9
Test 696: expected = 3, result = 7
Test 697: expected = 3, result = 4
Test 698: expected = 3, result = 9
Test 699: expected = 3, result = 9
Test 700: expected = 3, result = 9
Test 701: expected = 3, result = 7
Test 702: expected = 3, result = 8
Test 703: expected = 3, result = 9
Test 704: expected = 3, result = 5
Test 705: expected = 3, result = 9
Test 706: expected = 3, result = 6
Test 707: expected = 3, result = 1
Test 708: expected = 3, result = 9
Test 709: expected = 3, result = 5
Test 710: expected = 3, result = 6
Test 711: expected = 3, result = 6
Test 712: expected = 3, result = 6
Test 713: expected = 3, result = 9
Test 714: expected = 3, result = 6
Test 715: expected = 3, result = 9
Test 716: expected = 3, result = 4
Test 717: expected = 3, result = 9
Test 718: expected = 3, result = 0
Test 719: expected = 3, result = 6
Test 720: expected = 3, result = 8
Test 721: expected = 3, result = 6
Test 722: expected = 3, result = 6
Test 723: expected = 3, result = 8
Test 724: expected = 3, result = 9
Test 725: expected = 3, result = 8
Test 726: expected = 3, result = 9
Test 727: expected = 3, result = 6
Test 728: expected = 3, result = 6
Test 729: expected = 3, result = 5
Test 730: expected = 3, result = 6
Test 731: expected = 3, result = 0
Test 732: expected = 3, result = 9
Test 733: expected = 3, result = 6
Test 734: expected = 3, result = 8
Test 735: expected = 3, result = 9
Test 736: expected = 3, result = 8
Test 737: expected = 3, result = 6
Test 738: expected = 3, result = 6
Test 739: expected = 3, result = 6
Test 740: expected = 3, result = 5
Test 741: expected = 3, result = 8
Test 742: expected = 3, result = 8
Test 743: expected = 3, result = 8
Test 744: expected = 3, result = 1
Test 745: expected = 3, result = 9
Test 746: expected = 3, result = 0
Test 747: expected = 3, result = 8
Test 748: expected = 3, result = 8
Test 749: expected = 3, result = 9
Test 750: expected = 3, result = 8
Test 751: expected = 3, result = 6
Test 752: expected = 3, result = 9
Test 753: expected = 3, result = 6
Test 754: expected = 3, result = 6
Test 755: expected = 3, result = 6
Test 756: expected = 3, result = 6
Test 757: expected = 3, result = 6
Test 758: expected = 3, result = 0
Test 759: expected = 3, result = 6
Test 760: expected = 3, result = 6
Test 761: expected = 3, result = 6
Test 762: expected = 3, result = 6
Test 763: expected = 3, result = 8
Test 764: expected = 3, result = 9
Test 765: expected = 3, result = 6
Test 766: expected = 3, result = 0
Test 767: expected = 3, result = 1
Test 768: expected = 3, result = 6
Test 769: expected = 3, result = 6
Test 770: expected = 3, result = 8
Test 771: expected = 3, result = 9
Test 772: expected = 3, result = 9
Test 773: expected = 3, result = 8
Test 774: expected = 3, result = 6
Test 775: expected = 3, result = 6
Test 776: expected = 3, result = 0
Test 777: expected = 3, result = 5
Test 778: expected = 3, result = 8
Test 779: expected = 3, result = 5
Test 780: expected = 3, result = 6
Test 781: expected = 3, result = 9
Test 782: expected = 3, result = 9
Test 783: expected = 3, result = 7
Test 784: expected = 3, result = 6
Test 785: expected = 3, result = 1
Test 786: expected = 3, result = 1
Test 787: expected = 3, result = 9
Test 788: expected = 3, result = 9
Test 789: expected = 3, result = 9
Test 790: expected = 3, result = 5
Test 791: expected = 3, result = 8
Test 792: expected = 3, result = 6
Test 793: expected = 3, result = 6
Test 794: expected = 3, result = 9
Test 795: expected = 3, result = 9
Test 796: expected = 3, result = 6
Test 797: expected = 3, result = 5
Test 798: expected = 3, result = 8
Test 799: expected = 3, result = 8
Test 800: expected = 4, result = 9
Test 801: expected = 4, result = 7
Test 802: expected = 4, result = 9
Test 803: expected = 4, result = 6
Test 804: expected = 4, result = 9
Test 805: expected = 4, result = 8
Test 807: expected = 4, result = 9
Test 809: expected = 4, result = 9
Test 810: expected = 4, result = 9
Test 811: expected = 4, result = 9
Test 812: expected = 4, result = 9
Test 813: expected = 4, result = 3
Test 814: expected = 4, result = 9
Test 815: expected = 4, result = 0
Test 816: expected = 4, result = 9
Test 817: expected = 4, result = 6
Test 818: expected = 4, result = 8
Test 819: expected = 4, result = 9
Test 820: expected = 4, result = 9
Test 821: expected = 4, result = 8
Test 822: expected = 4, result = 9
Test 823: expected = 4, result = 7
Test 824: expected = 4, result = 6
Test 825: expected = 4, result = 3
Test 826: expected = 4, result = 0
Test 827: expected = 4, result = 9
Test 828: expected = 4, result = 6
Test 829: expected = 4, result = 7
Test 830: expected = 4, result = 9
Test 831: expected = 4, result = 9
Test 832: expected = 4, result = 3
Test 833: expected = 4, result = 0
Test 834: expected = 4, result = 6
Test 835: expected = 4, result = 5
Test 836: expected = 4, result = 9
Test 837: expected = 4, result = 9
Test 838: expected = 4, result = 9
Test 839: expected = 4, result = 9
Test 840: expected = 4, result = 9
Test 841: expected = 4, result = 8
Test 842: expected = 4, result = 9
Test 843: expected = 4, result = 9
Test 844: expected = 4, result = 8
Test 845: expected = 4, result = 9
Test 846: expected = 4, result = 9
Test 847: expected = 4, result = 9
Test 848: expected = 4, result = 3
Test 849: expected = 4, result = 9
Test 851: expected = 4, result = 3
Test 852: expected = 4, result = 8
Test 853: expected = 4, result = 9
Test 854: expected = 4, result = 0
Test 855: expected = 4, result = 8
Test 856: expected = 4, result = 9
Test 857: expected = 4, result = 7
Test 858: expected = 4, result = 9
Test 859: expected = 4, result = 9
Test 860: expected = 4, result = 0
Test 862: expected = 4, result = 9
Test 863: expected = 4, result = 9
Test 864: expected = 4, result = 9
Test 865: expected = 4, result = 9
Test 866: expected = 4, result = 6
Test 867: expected = 4, result = 9
Test 868: expected = 4, result = 9
Test 869: expected = 4, result = 8
Test 870: expected = 4, result = 9
Test 872: expected = 4, result = 7
Test 873: expected = 4, result = 9
Test 874: expected = 4, result = 0
Test 875: expected = 4, result = 1
Test 876: expected = 4, result = 3
Test 877: expected = 4, result = 9
Test 878: expected = 4, result = 8
Test 879: expected = 4, result = 0
Test 880: expected = 4, result = 9
Test 881: expected = 4, result = 9
Test 882: expected = 4, result = 9
Test 883: expected = 4, result = 9
Test 884: expected = 4, result = 7
Test 885: expected = 4, result = 6
Test 886: expected = 4, result = 9
Test 887: expected = 4, result = 9
Test 888: expected = 4, result = 9
Test 889: expected = 4, result = 6
Test 890: expected = 4, result = 7
Test 891: expected = 4, result = 9
Test 892: expected = 4, result = 6
Test 893: expected = 4, result = 6
Test 894: expected = 4, result = 9
Test 896: expected = 4, result = 3
Test 897: expected = 4, result = 0
Test 899: expected = 4, result = 3
Test 900: expected = 4, result = 9
Test 901: expected = 4, result = 9
Test 902: expected = 4, result = 9
Test 903: expected = 4, result = 9
Test 905: expected = 4, result = 9
Test 906: expected = 4, result = 0
Test 907: expected = 4, result = 9
Test 908: expected = 4, result = 9
Test 909: expected = 4, result = 9
Test 910: expected = 4, result = 9
Test 911: expected = 4, result = 9
Test 913: expected = 4, result = 9
Test 914: expected = 4, result = 9
Test 915: expected = 4, result = 8
Test 916: expected = 4, result = 3
Test 917: expected = 4, result = 9
Test 918: expected = 4, result = 9
Test 919: expected = 4, result = 9
Test 920: expected = 4, result = 9
Test 921: expected = 4, result = 9
Test 922: expected = 4, result = 9
Test 923: expected = 4, result = 6
Test 925: expected = 4, result = 9
Test 926: expected = 4, result = 9
Test 927: expected = 4, result = 9
Test 928: expected = 4, result = 6
Test 929: expected = 4, result = 9
Test 930: expected = 4, result = 6
Test 931: expected = 4, result = 9
Test 932: expected = 4, result = 9
Test 933: expected = 4, result = 8
Test 934: expected = 4, result = 9
Test 935: expected = 4, result = 9
Test 936: expected = 4, result = 9
Test 937: expected = 4, result = 9
Test 939: expected = 4, result = 9
Test 940: expected = 4, result = 9
Test 941: expected = 4, result = 9
Test 942: expected = 4, result = 6
Test 943: expected = 4, result = 9
Test 944: expected = 4, result = 9
Test 945: expected = 4, result = 0
Test 946: expected = 4, result = 9
Test 947: expected = 4, result = 9
Test 948: expected = 4, result = 9
Test 949: expected = 4, result = 6
Test 950: expected = 4, result = 8
Test 951: expected = 4, result = 6
Test 952: expected = 4, result = 9
Test 953: expected = 4, result = 3
Test 954: expected = 4, result = 9
Test 955: expected = 4, result = 9
Test 956: expected = 4, result = 9
Test 957: expected = 4, result = 9
Test 958: expected = 4, result = 9
Test 959: expected = 4, result = 9
Test 960: expected = 4, result = 9
Test 961: expected = 4, result = 9
Test 962: expected = 4, result = 9
Test 963: expected = 4, result = 6
Test 964: expected = 4, result = 8
Test 965: expected = 4, result = 9
Test 966: expected = 4, result = 8
Test 968: expected = 4, result = 0
Test 969: expected = 4, result = 6
Test 970: expected = 4, result = 9
Test 971: expected = 4, result = 6
Test 972: expected = 4, result = 9
Test 973: expected = 4, result = 6
Test 974: expected = 4, result = 9
Test 975: expected = 4, result = 9
Test 976: expected = 4, result = 7
Test 977: expected = 4, result = 7
Test 978: expected = 4, result = 9
Test 979: expected = 4, result = 9
Test 980: expected = 4, result = 9
Test 981: expected = 4, result = 9
Test 982: expected = 4, result = 6
Test 983: expected = 4, result = 9
Test 984: expected = 4, result = 0
Test 985: expected = 4, result = 6
Test 986: expected = 4, result = 9
Test 987: expected = 4, result = 9
Test 988: expected = 4, result = 9
Test 989: expected = 4, result = 9
Test 990: expected = 4, result = 9
Test 991: expected = 4, result = 6
Test 992: expected = 4, result = 6
Test 993: expected = 4, result = 9
Test 994: expected = 4, result = 9
Test 996: expected = 4, result = 9
Test 997: expected = 4, result = 9
Test 998: expected = 4, result = 9
Test 999: expected = 4, result = 3
Test 1000: expected = 5, result = 6
Test 1001: expected = 5, result = 8
Test 1002: expected = 5, result = 8
Test 1003: expected = 5, result = 7
Test 1004: expected = 5, result = 9
Test 1005: expected = 5, result = 7
Test 1006: expected = 5, result = 8
Test 1008: expected = 5, result = 1
Test 1009: expected = 5, result = 0
Test 1010: expected = 5, result = 9
Test 1011: expected = 5, result = 2
Test 1012: expected = 5, result = 0
Test 1013: expected = 5, result = 9
Test 1014: expected = 5, result = 6
Test 1015: expected = 5, result = 0
Test 1016: expected = 5, result = 6
Test 1017: expected = 5, result = 9
Test 1018: expected = 5, result = 0
Test 1019: expected = 5, result = 9
Test 1020: expected = 5, result = 9
Test 1021: expected = 5, result = 8
Test 1022: expected = 5, result = 8
Test 1023: expected = 5, result = 9
Test 1024: expected = 5, result = 6
Test 1025: expected = 5, result = 0
Test 1026: expected = 5, result = 9
Test 1027: expected = 5, result = 9
Test 1028: expected = 5, result = 9
Test 1029: expected = 5, result = 9
Test 1030: expected = 5, result = 3
Test 1031: expected = 5, result = 7
Test 1032: expected = 5, result = 3
Test 1034: expected = 5, result = 6
Test 1035: expected = 5, result = 9
Test 1036: expected = 5, result = 9
Test 1037: expected = 5, result = 8
Test 1038: expected = 5, result = 6
Test 1039: expected = 5, result = 7
Test 1040: expected = 5, result = 6
Test 1041: expected = 5, result = 6
Test 1042: expected = 5, result = 6
Test 1043: expected = 5, result = 6
Test 1044: expected = 5, result = 6
Test 1045: expected = 5, result = 9
Test 1046: expected = 5, result = 7
Test 1047: expected = 5, result = 7
Test 1048: expected = 5, result = 0
Test 1049: expected = 5, result = 9
Test 1050: expected = 5, result = 6
Test 1051: expected = 5, result = 9
Test 1052: expected = 5, result = 9
Test 1053: expected = 5, result = 0
Test 1054: expected = 5, result = 9
Test 1055: expected = 5, result = 0
Test 1056: expected = 5, result = 0
Test 1057: expected = 5, result = 6
Test 1058: expected = 5, result = 6
Test 1059: expected = 5, result = 6
Test 1060: expected = 5, result = 9
Test 1061: expected = 5, result = 6
Test 1062: expected = 5, result = 6
Test 1063: expected = 5, result = 0
Test 1064: expected = 5, result = 0
Test 1065: expected = 5, result = 1
Test 1066: expected = 5, result = 8
Test 1067: expected = 5, result = 1
Test 1068: expected = 5, result = 4
Test 1069: expected = 5, result = 8
Test 1070: expected = 5, result = 6
Test 1071: expected = 5, result = 0
Test 1072: expected = 5, result = 4
Test 1074: expected = 5, result = 9
Test 1075: expected = 5, result = 9
Test 1076: expected = 5, result = 9
Test 1077: expected = 5, result = 9
Test 1078: expected = 5, result = 9
Test 1079: expected = 5, result = 7
Test 1081: expected = 5, result = 8
Test 1082: expected = 5, result = 6
Test 1083: expected = 5, result = 8
Test 1084: expected = 5, result = 1
Test 1085: expected = 5, result = 8
Test 1086: expected = 5, result = 9
Test 1087: expected = 5, result = 8
Test 1088: expected = 5, result = 9
Test 1089: expected = 5, result = 6
Test 1090: expected = 5, result = 3
Test 1091: expected = 5, result = 0
Test 1092: expected = 5, result = 0
Test 1093: expected = 5, result = 9
Test 1094: expected = 5, result = 6
Test 1095: expected = 5, result = 6
Test 1096: expected = 5, result = 0
Test 1097: expected = 5, result = 8
Test 1098: expected = 5, result = 8
Test 1099: expected = 5, result = 8
Test 1100: expected = 5, result = 0
Test 1101: expected = 5, result = 1
Test 1103: expected = 5, result = 9
Test 1104: expected = 5, result = 6
Test 1105: expected = 5, result = 8
Test 1106: expected = 5, result = 7
Test 1107: expected = 5, result = 6
Test 1108: expected = 5, result = 9
Test 1109: expected = 5, result = 6
Test 1110: expected = 5, result = 6
Test 1111: expected = 5, result = 9
Test 1112: expected = 5, result = 6
Test 1113: expected = 5, result = 0
Test 1114: expected = 5, result = 6
Test 1115: expected = 5, result = 8
Test 1116: expected = 5, result = 6
Test 1117: expected = 5, result = 0
Test 1118: expected = 5, result = 0
Test 1119: expected = 5, result = 8
Test 1120: expected = 5, result = 6
Test 1121: expected = 5, result = 0
Test 1122: expected = 5, result = 0
Test 1123: expected = 5, result = 7
Test 1124: expected = 5, result = 6
Test 1125: expected = 5, result = 8
Test 1126: expected = 5, result = 9
Test 1127: expected = 5, result = 8
Test 1128: expected = 5, result = 9
Test 1129: expected = 5, result = 8
Test 1130: expected = 5, result = 9
Test 1131: expected = 5, result = 9
Test 1132: expected = 5, result = 9
Test 1133: expected = 5, result = 6
Test 1134: expected = 5, result = 7
Test 1135: expected = 5, result = 9
Test 1136: expected = 5, result = 8
Test 1137: expected = 5, result = 9
Test 1138: expected = 5, result = 0
Test 1139: expected = 5, result = 6
Test 1140: expected = 5, result = 6
Test 1141: expected = 5, result = 0
Test 1142: expected = 5, result = 8
Test 1143: expected = 5, result = 7
Test 1145: expected = 5, result = 9
Test 1146: expected = 5, result = 6
Test 1147: expected = 5, result = 0
Test 1148: expected = 5, result = 0
Test 1149: expected = 5, result = 6
Test 1150: expected = 5, result = 9
Test 1151: expected = 5, result = 8
Test 1152: expected = 5, result = 6
Test 1153: expected = 5, result = 6
Test 1154: expected = 5, result = 9
Test 1155: expected = 5, result = 8
Test 1156: expected = 5, result = 6
Test 1158: expected = 5, result = 4
Test 1159: expected = 5, result = 8
Test 1160: expected = 5, result = 6
Test 1161: expected = 5, result = 9
Test 1162: expected = 5, result = 6
Test 1163: expected = 5, result = 8
Test 1164: expected = 5, result = 0
Test 1165: expected = 5, result = 9
Test 1166: expected = 5, result = 4
Test 1167: expected = 5, result = 0
Test 1168: expected = 5, result = 0
Test 1169: expected = 5, result = 8
Test 1170: expected = 5, result = 7
Test 1171: expected = 5, result = 7
Test 1172: expected = 5, result = 8
Test 1173: expected = 5, result = 8
Test 1174: expected = 5, result = 6
Test 1175: expected = 5, result = 0
Test 1176: expected = 5, result = 9
Test 1177: expected = 5, result = 9
Test 1179: expected = 5, result = 7
Test 1180: expected = 5, result = 6
Test 1181: expected = 5, result = 8
Test 1182: expected = 5, result = 8
Test 1183: expected = 5, result = 8
Test 1184: expected = 5, result = 9
Test 1185: expected = 5, result = 8
Test 1187: expected = 5, result = 6
Test 1188: expected = 5, result = 9
Test 1189: expected = 5, result = 8
Test 1190: expected = 5, result = 9
Test 1191: expected = 5, result = 9
Test 1192: expected = 5, result = 6
Test 1193: expected = 5, result = 0
Test 1194: expected = 5, result = 4
Test 1195: expected = 5, result = 7
Test 1196: expected = 5, result = 9
Test 1197: expected = 5, result = 9
Test 1199: expected = 5, result = 6
Test 1200: expected = 6, result = 5
Test 1201: expected = 6, result = 9
Test 1203: expected = 6, result = 4
Test 1204: expected = 6, result = 4
Test 1205: expected = 6, result = 9
Test 1206: expected = 6, result = 3
Test 1207: expected = 6, result = 9
Test 1208: expected = 6, result = 9
Test 1210: expected = 6, result = 9
Test 1211: expected = 6, result = 8
Test 1213: expected = 6, result = 3
Test 1215: expected = 6, result = 0
Test 1216: expected = 6, result = 8
Test 1217: expected = 6, result = 8
Test 1219: expected = 6, result = 9
Test 1220: expected = 6, result = 9
Test 1223: expected = 6, result = 9
Test 1224: expected = 6, result = 8
Test 1225: expected = 6, result = 1
Test 1226: expected = 6, result = 9
Test 1227: expected = 6, result = 8
Test 1228: expected = 6, result = 4
Test 1229: expected = 6, result = 9
Test 1231: expected = 6, result = 0
Test 1232: expected = 6, result = 9
Test 1233: expected = 6, result = 0
Test 1234: expected = 6, result = 8
Test 1236: expected = 6, result = 8
Test 1238: expected = 6, result = 9
Test 1240: expected = 6, result = 4
Test 1241: expected = 6, result = 9
Test 1242: expected = 6, result = 0
Test 1243: expected = 6, result = 4
Test 1245: expected = 6, result = 9
Test 1246: expected = 6, result = 9
Test 1247: expected = 6, result = 9
Test 1248: expected = 6, result = 9
Test 1249: expected = 6, result = 4
Test 1251: expected = 6, result = 9
Test 1252: expected = 6, result = 9
Test 1253: expected = 6, result = 9
Test 1254: expected = 6, result = 8
Test 1255: expected = 6, result = 9
Test 1257: expected = 6, result = 4
Test 1259: expected = 6, result = 0
Test 1260: expected = 6, result = 9
Test 1261: expected = 6, result = 9
Test 1262: expected = 6, result = 9
Test 1263: expected = 6, result = 5
Test 1264: expected = 6, result = 8
Test 1266: expected = 6, result = 8
Test 1267: expected = 6, result = 4
Test 1270: expected = 6, result = 9
Test 1271: expected = 6, result = 9
Test 1272: expected = 6, result = 9
Test 1273: expected = 6, result = 9
Test 1277: expected = 6, result = 8
Test 1278: expected = 6, result = 9
Test 1279: expected = 6, result = 7
Test 1281: expected = 6, result = 9
Test 1283: expected = 6, result = 5
Test 1284: expected = 6, result = 0
Test 1285: expected = 6, result = 8
Test 1287: expected = 6, result = 8
Test 1288: expected = 6, result = 9
Test 1290: expected = 6, result = 8
Test 1291: expected = 6, result = 8
Test 1292: expected = 6, result = 8
Test 1293: expected = 6, result = 9
Test 1294: expected = 6, result = 9
Test 1295: expected = 6, result = 4
Test 1296: expected = 6, result = 9
Test 1299: expected = 6, result = 7
Test 1304: expected = 6, result = 9
Test 1305: expected = 6, result = 8
Test 1306: expected = 6, result = 9
Test 1307: expected = 6, result = 9
Test 1308: expected = 6, result = 8
Test 1309: expected = 6, result = 1
Test 1310: expected = 6, result = 8
Test 1311: expected = 6, result = 9
Test 1312: expected = 6, result = 9
Test 1313: expected = 6, result = 8
Test 1314: expected = 6, result = 8
Test 1315: expected = 6, result = 9
Test 1316: expected = 6, result = 8
Test 1317: expected = 6, result = 9
Test 1318: expected = 6, result = 8
Test 1320: expected = 6, result = 0
Test 1322: expected = 6, result = 8
Test 1323: expected = 6, result = 8
Test 1324: expected = 6, result = 9
Test 1325: expected = 6, result = 9
Test 1326: expected = 6, result = 9
Test 1327: expected = 6, result = 9
Test 1329: expected = 6, result = 9
Test 1330: expected = 6, result = 9
Test 1331: expected = 6, result = 7
Test 1334: expected = 6, result = 4
Test 1335: expected = 6, result = 3
Test 1336: expected = 6, result = 7
Test 1337: expected = 6, result = 9
Test 1338: expected = 6, result = 9
Test 1340: expected = 6, result = 9
Test 1341: expected = 6, result = 8
Test 1342: expected = 6, result = 8
Test 1343: expected = 6, result = 4
Test 1344: expected = 6, result = 9
Test 1345: expected = 6, result = 4
Test 1346: expected = 6, result = 8
Test 1347: expected = 6, result = 9
Test 1348: expected = 6, result = 3
Test 1349: expected = 6, result = 5
Test 1350: expected = 6, result = 4
Test 1352: expected = 6, result = 1
Test 1353: expected = 6, result = 9
Test 1354: expected = 6, result = 8
Test 1355: expected = 6, result = 7
Test 1356: expected = 6, result = 8
Test 1357: expected = 6, result = 5
Test 1358: expected = 6, result = 9
Test 1359: expected = 6, result = 8
Test 1360: expected = 6, result = 9
Test 1361: expected = 6, result = 0
Test 1364: expected = 6, result = 8
Test 1365: expected = 6, result = 9
Test 1367: expected = 6, result = 8
Test 1368: expected = 6, result = 8
Test 1369: expected = 6, result = 8
Test 1370: expected = 6, result = 9
Test 1371: expected = 6, result = 9
Test 1372: expected = 6, result = 9
Test 1374: expected = 6, result = 9
Test 1375: expected = 6, result = 3
Test 1376: expected = 6, result = 8
Test 1377: expected = 6, result = 0
Test 1381: expected = 6, result = 8
Test 1382: expected = 6, result = 9
Test 1383: expected = 6, result = 9
Test 1385: expected = 6, result = 9
Test 1386: expected = 6, result = 8
Test 1387: expected = 6, result = 0
Test 1388: expected = 6, result = 5
Test 1389: expected = 6, result = 5
Test 1390: expected = 6, result = 0
Test 1392: expected = 6, result = 4
Test 1394: expected = 6, result = 9
Test 1395: expected = 6, result = 4
Test 1396: expected = 6, result = 9
Test 1397: expected = 6, result = 7
Test 1398: expected = 6, result = 9
Test 1399: expected = 6, result = 9
Test 1400: expected = 7, result = 8
Test 1401: expected = 7, result = 9
Test 1402: expected = 7, result = 9
Test 1403: expected = 7, result = 9
Test 1404: expected = 7, result = 0
Test 1405: expected = 7, result = 9
Test 1406: expected = 7, result = 9
Test 1407: expected = 7, result = 9
Test 1408: expected = 7, result = 9
Test 1409: expected = 7, result = 9
Test 1410: expected = 7, result = 9
Test 1411: expected = 7, result = 6
Test 1412: expected = 7, result = 9
Test 1413: expected = 7, result = 9
Test 1414: expected = 7, result = 9
Test 1415: expected = 7, result = 6
Test 1416: expected = 7, result = 9
Test 1417: expected = 7, result = 9
Test 1418: expected = 7, result = 9
Test 1419: expected = 7, result = 9
Test 1420: expected = 7, result = 9
Test 1421: expected = 7, result = 9
Test 1422: expected = 7, result = 9
Test 1423: expected = 7, result = 9
Test 1424: expected = 7, result = 9
Test 1425: expected = 7, result = 9
Test 1426: expected = 7, result = 9
Test 1427: expected = 7, result = 9
Test 1428: expected = 7, result = 9
Test 1429: expected = 7, result = 6
Test 1430: expected = 7, result = 9
Test 1431: expected = 7, result = 0
Test 1432: expected = 7, result = 9
Test 1433: expected = 7, result = 9
Test 1434: expected = 7, result = 9
Test 1435: expected = 7, result = 9
Test 1436: expected = 7, result = 9
Test 1437: expected = 7, result = 9
Test 1438: expected = 7, result = 9
Test 1439: expected = 7, result = 6
Test 1440: expected = 7, result = 0
Test 1441: expected = 7, result = 1
Test 1442: expected = 7, result = 8
Test 1443: expected = 7, result = 8
Test 1444: expected = 7, result = 4
Test 1445: expected = 7, result = 9
Test 1446: expected = 7, result = 9
Test 1447: expected = 7, result = 9
Test 1448: expected = 7, result = 9
Test 1449: expected = 7, result = 9
